MSC Cezar;Ranking R17 File;OFB;#28
10;"Edycja 8.";"Wrzesieñ 2018";2018-09-30;6000
---
r1_pid;r1_score;r1_loc
12197;921.2435;1
8513;766.0060;2
6658;679.4650;3
4662;663.5940;4
8979;621.3335;5
1318;524.1310;6
1661;493.3020;7
3844;478.5665;8
6973;474.3260;9
8158;466.4555;10
6706;462.6850;11
11319;461.6395;12
2806;447.9860;13
5176;434.8710;14
6815;431.7500;15
5341;428.6855;16
4740;418.1370;17
1115;406.4395;18
10085;389.8110;19
14728;384.2885;20
4250;384.2315;21
4108;380.9640;22
6341;369.8535;23
8203;359.7820;24
2121;348.5600;25
4451;343.7725;26
5056;328.8255;27
12450;325.7340;28
5363;324.2650;29
5611;321.6775;30
7291;320.7135;31
9138;300.3925;32
6909;294.8100;33
1539;293.2645;34
7242;287.7165;35
6540;283.4190;36
1347;276.9480;37
15595;272.4620;38
4922;269.7885;39
5111;262.3660;40
1865;259.9225;41
5574;253.3675;42
4842;251.7790;43
11550;248.0045;44
5374;245.4280;45
7431;242.7935;46
7869;242.3055;47
4535;239.5545;48
6551;238.9780;49
6887;237.3250;50
7811;236.3230;51
9146;236.1775;52
6795;227.9290;53
1726;217.2970;54
8294;212.4470;55
12154;210.5420;56
1223;207.4195;57
7849;205.6245;58
10054;204.7355;59
6554;202.8820;60
10095;202.1545;61
5856;201.9575;62
4665;201.5760;63
13438;199.1965;64
9755;198.9200;65
7809;198.4770;66
9357;198.4055;67
10370;186.6390;68
5670;185.5200;69
4163;184.6130;70
3960;184.5280;71
9549;183.2520;72
9550;183.2210;73
4588;181.9935;74
14619;181.1290;75
2966;180.0035;76
4022;178.7965;77
4762;178.3300;78
7796;174.3170;79
17134;173.8290;80
2666;172.1570;81
4699;171.7485;82
2934;169.4995;83
2013;166.2445;84
5718;164.4290;85
8769;163.0270;86
19120;162.2600;87
1138;161.0815;88
5423;160.2990;89
5084;159.0815;90
2904;158.4605;91
5624;156.6670;92
7725;154.1225;93
8312;150.3665;94
14234;150.0785;95
11600;149.9090;96
4887;148.5065;97
13709;147.5820;98
1054;145.1540;99
12320;144.6015;100
5520;142.9950;101
6620;142.7645;102
6963;142.4900;103
5701;141.0630;104
12999;140.9015;105
14885;140.3535;106
8485;140.2605;107
7341;139.8280;108
7603;139.5105;109
7827;138.3245;110
8549;137.9170;111
2827;137.4020;112
7544;136.3955;113
2673;136.1480;114
4198;134.7000;115
6621;133.7955;116
5282;131.7385;117
5534;130.2075;118
4735;127.4510;119
2501;126.1495;120
5310;125.7180;121
1206;125.5985;122
4531;125.3405;123
12899;123.4525;124
3978;123.0595;125
9643;122.2820;126
3497;121.2895;127
15922;120.6700;128
10533;120.5565;129
5400;119.9850;130
12123;119.6125;131
3633;119.4830;132
1502;119.0140;133
6346;118.2110;134
5059;116.6885;135
10450;115.8845;136
6845;115.3955;137
8434;114.8395;138
8117;114.2280;139
12362;113.1045;140
4111;112.5405;141
7818;111.2540;142
4527;111.1875;143
3266;111.0015;144
1749;110.6720;145
3345;110.5815;146
1220;110.5790;147
8308;110.0830;148
5464;109.8190;149
10534;109.3915;150
2727;109.3580;151
17167;109.0035;152
5691;108.8290;153
5069;108.7915;154
2676;108.5395;155
3847;107.9220;156
15511;107.6425;157
15621;107.5080;158
2933;106.6765;159
11471;106.6490;160
6954;106.2965;161
16645;105.9695;162
7722;105.9360;163
5708;105.2695;164
6751;105.2285;165
1831;104.7465;166
5730;104.7125;167
4212;104.0245;168
6873;103.8990;169
5314;102.5090;170
8195;101.9525;171
15120;101.2295;172
8978;100.8765;173
2831;100.0390;174
5739;99.5040;175
7025;99.2985;176
5386;99.2000;177
11903;99.0980;178
9822;98.9765;179
1128;98.9355;180
4802;98.7730;181
8950;97.9010;182
6131;97.6020;183
11769;96.5495;184
1840;96.1785;185
6543;95.8765;186
17161;95.6480;187
1617;95.3765;188
4906;94.8205;189
3787;93.6935;190
6526;93.6600;191
6994;93.6415;192
4242;93.6305;193
6542;93.5565;194
5446;92.6900;195
4109;92.2420;196
2894;91.9435;197
2495;91.8280;198
5989;91.7660;199
4405;91.4030;200
18197;91.2510;201
7190;90.3080;202
2158;89.0950;203
3546;88.8595;204
2460;88.4330;205
6689;88.1815;206
5830;87.6035;207
6812;87.5340;208
6830;87.3230;209
3523;86.5500;210
10117;86.3795;211
2977;86.2030;212
6648;85.7740;213
12474;85.6515;214
6580;85.5245;215
11296;84.6325;216
7044;84.0945;217
2519;83.8560;218
3644;83.8305;219
6923;83.4320;220
16859;82.9970;221
5732;82.4575;222
2807;82.0655;223
1781;81.6120;224
4303;81.5960;225
7854;81.5580;226
5568;81.3285;227
6800;80.6195;228
3920;80.5830;229
5378;78.2675;230
6801;78.1345;231
16875;77.7810;232
5505;77.6985;233
16184;77.4150;234
10793;77.0685;235
5454;76.5110;236
10721;76.3020;237
2698;75.7055;238
1739;75.6750;239
3939;75.2335;240
4360;74.9890;241
4430;74.5845;242
11809;74.4635;243
7782;74.4545;244
4563;73.8875;245
2846;73.8795;246
1171;73.7315;247
6629;73.3800;248
5264;72.8710;249
15477;72.5345;250
11428;72.4645;251
13140;72.1095;252
6382;72.0805;253
3454;71.9595;254
4547;71.9340;255
5352;71.7480;256
2515;71.3960;257
14783;71.2820;258
2671;71.2585;259
15519;71.0365;260
7271;70.8520;261
7794;70.8480;262
1945;70.3740;263
2496;70.0920;264
4731;69.8105;265
1208;69.7560;266
10563;69.3540;267
5226;69.1170;268
4593;69.1135;269
3815;69.0910;270
8283;68.8900;271
9418;68.7975;272
4602;68.2875;273
14782;68.0965;274
6336;67.8445;275
18890;67.4600;276
3696;67.3275;277
6522;67.2910;278
2804;66.2800;279
5523;66.1650;280
2703;65.9815;281
2497;65.8705;282
12129;65.4035;283
4431;65.3375;284
7475;64.8090;285
1288;64.5345;286
3401;64.1335;287
14420;64.1180;288
2166;63.7675;289
18128;63.5540;290
7710;63.4240;291
8593;63.3940;292
13412;63.3480;293
13139;63.1990;294
6129;62.9730;295
7033;62.5405;296
7246;62.0690;297
6714;61.8360;298
3423;61.6155;299
7215;61.6140;300
13071;61.5105;301
1291;61.2675;302
1433;60.9570;303
1272;60.9520;304
11104;60.8565;305
10209;60.7350;306
16183;60.6310;307
2597;60.2940;308
4751;60.2810;309
9835;60.1800;310
2976;60.0525;311
2683;60.0315;312
13074;59.7645;313
19121;59.7200;314
1730;59.7180;315
9568;59.4510;316
1483;59.4125;317
5944;59.1820;318
2757;58.8035;319
12272;58.7660;320
3064;58.6760;321
1705;58.6080;322
1643;58.4585;323
2809;58.4390;324
7114;58.2840;325
3496;58.1235;326
3775;57.9710;327
1807;57.8805;328
7779;57.5090;329
2888;57.4330;330
3455;57.3785;331
13828;57.2600;332
17298;57.2250;333
4413;57.0910;334
5483;56.6480;335
2642;56.1040;336
7283;55.9930;337
8078;55.9770;338
6876;55.9610;339
5070;55.9215;340
17361;55.9005;341
18256;55.7600;342
7617;55.6620;343
1032;55.6590;344
2382;55.4360;345
16317;55.3090;346
4682;55.2000;347
3029;55.1210;348
7926;55.1100;349
17082;55.0985;350
7729;55.0830;351
7090;55.0565;352
3184;54.9650;353
6758;54.9565;354
1019;54.9210;355
6915;54.7895;356
6895;54.7685;357
4696;54.6415;358
5170;54.5620;359
4852;54.5335;360
5615;54.3350;361
6765;54.1055;362
5353;54.0710;363
3512;54.0690;364
5675;54.0085;365
4707;53.9440;366
3003;53.7900;367
3293;53.7865;368
3909;53.7850;369
5307;53.7515;370
10794;53.7260;371
9303;53.5300;372
3724;53.3675;373
9424;53.3535;374
2644;53.3045;375
4347;52.9555;376
14845;52.7380;377
6128;52.6950;378
7405;52.6100;379
8911;52.3445;380
16259;52.2250;381
14250;52.1205;382
14286;51.8625;383
10105;51.7925;384
13411;51.4205;385
3542;51.3440;386
6147;51.3345;387
1030;51.2550;388
2663;51.2235;389
1224;51.1925;390
2823;50.8470;391
4553;50.5510;392
3529;50.5255;393
5876;50.5000;394
7563;50.4255;395
2650;50.2195;396
6225;50.1225;397
1397;50.0820;398
15802;50.0320;399
16829;50.0295;400
4632;49.6615;401
12152;49.6045;402
5023;49.4905;403
4712;49.3580;404
3525;49.2860;405
6274;49.0875;406
6249;48.9960;407
1381;48.9760;408
2794;48.9715;409
2324;48.9565;410
4474;48.8610;411
4043;48.7125;412
3992;48.4915;413
2833;48.3995;414
1731;48.2975;415
5859;48.2890;416
10472;48.2395;417
10023;48.1585;418
5606;48.1215;419
7542;47.8790;420
2774;47.8595;421
4948;47.8175;422
3185;47.7825;423
4797;47.7770;424
8341;47.7300;425
3206;47.6785;426
3549;47.5725;427
2921;47.4755;428
11928;47.1835;429
3020;47.0350;430
6414;46.9615;431
3562;46.8655;432
6904;46.8545;433
4319;46.7785;434
6746;46.5985;435
14481;46.5235;436
2489;46.3630;437
7642;46.1650;438
11834;45.9125;439
1311;45.9055;440
12634;45.8255;441
2468;45.7235;442
6705;45.5335;443
17384;45.4940;444
7815;45.4720;445
7052;45.2975;446
1283;45.2805;447
8119;45.2000;448
3881;45.1740;449
5213;45.1415;450
2631;45.1355;451
4949;44.9530;452
2928;44.6930;453
4165;44.3925;454
1508;44.3265;455
6539;44.2510;456
2093;44.2300;457
2131;44.1020;458
12846;43.8665;459
3104;43.8555;460
1718;43.8165;461
7940;43.8040;462
10444;43.7950;463
2524;43.7845;464
7370;43.7760;465
13028;43.7495;466
1373;43.5240;467
8182;43.5105;468
2174;43.4035;469
6080;43.3920;470
13364;43.3525;471
16898;43.1415;472
7596;43.0275;473
15976;43.0170;474
4463;42.6555;475
8793;42.5185;476
9430;42.4965;477
5431;42.4680;478
12145;42.3770;479
18252;42.2845;480
2395;42.1655;481
2507;42.1575;482
3232;42.0910;483
