MSC Cezar;Ranking R17 File;OFB;#28
4;"Edycja 2.";"Marzec 2017";2017-03-31;2000
---
r1_pid;r1_score;r1_loc
12197;819.8330;1
6658;806.3570;2
4662;770.9130;3
8513;719.5295;4
8979;667.7890;5
3844;628.1465;6
1115;510.1985;7
1318;458.4860;8
1776;448.8930;9
1661;444.3795;10
6706;441.2715;11
6341;429.4550;12
1221;420.2315;13
8158;410.1510;14
8203;397.1815;15
6973;391.9780;16
7291;387.3875;17
4108;375.0215;18
4250;373.5535;19
5056;371.7060;20
6815;369.2235;21
4740;363.4255;22
5176;362.6645;23
11319;358.7405;24
4451;346.8620;25
5611;342.9840;26
5341;318.9705;27
2806;313.7665;28
5363;304.2330;29
6887;297.6550;30
2121;285.2675;31
14728;274.4010;32
10085;270.6590;33
1539;266.6180;34
9146;256.9180;35
7242;252.4140;36
7811;252.3275;37
6540;247.2095;38
9550;242.6940;39
7431;235.0445;40
12450;231.8770;41
6909;226.9065;42
6795;222.2575;43
6551;220.2810;44
4922;215.5815;45
9138;196.8535;46
10054;193.3490;47
1347;192.2975;48
7869;188.8975;49
5111;185.9410;50
5856;185.8160;51
7849;185.3850;52
2013;182.9170;53
1223;180.7460;54
5069;177.0215;55
4842;173.5710;56
9755;171.5265;57
1726;170.9240;58
6554;168.9005;59
5574;168.7520;60
5374;168.3285;61
8117;165.7050;62
4665;165.6745;63
7603;165.5185;64
5084;165.0530;65
4535;164.3920;66
4163;163.0410;67
1138;162.2995;68
7796;160.5390;69
10370;158.6450;70
8485;157.5225;71
13140;154.7310;72
2966;154.7235;73
11550;152.5295;74
4022;151.3710;75
10117;146.6965;76
15922;145.5250;77
4699;144.6925;78
7341;142.2600;79
6873;142.0785;80
4588;137.8710;81
7809;137.4520;82
9549;137.4190;83
8195;136.9795;84
10095;136.8000;85
13139;136.7810;86
1206;135.7140;87
5520;135.5520;88
1502;135.4670;89
7827;133.2250;90
5732;132.6550;91
2934;131.7305;92
6751;130.6145;93
3960;129.6990;94
7725;129.1745;95
6526;128.4070;96
5310;127.4195;97
12154;127.0515;98
2904;125.3045;99
15595;121.4450;100
7818;120.3295;101
11104;119.7990;102
5708;119.6960;103
14234;119.0460;104
4527;119.0410;105
2912;117.9385;106
3497;117.4235;107
