MSC Cezar;Ranking R17 File;OFB;#28
35;"Edycja 33.";"Wrzesieñ 2025";2025-09-30;6000
---
r1_pid;r1_score;r1_loc
12197;1374.5081;1
6658;1120.6305;2
4662;1039.4871;3
7291;836.5980;4
8158;733.1770;5
11550;692.6640;6
14728;675.9490;7
2806;573.5520;8
8203;573.5485;9
5341;572.8185;10
23206;546.6485;11
5056;533.2430;12
4762;525.3050;13
5176;524.6605;14
4108;520.7940;15
8513;510.9690;16
10085;509.0980;17
14783;507.0660;18
12450;499.8245;19
1318;488.0730;20
1661;478.0910;21
4111;477.9810;22
6341;463.3035;23
6973;458.7895;24
6706;455.9530;25
1345;439.3065;26
14782;438.8800;27
13438;434.0875;28
9138;432.9695;29
12154;399.8115;30
6815;383.9530;31
6336;372.8865;32
13709;371.0725;33
4740;363.2640;34
5423;361.4775;35
9550;360.3335;36
5611;353.8885;37
8979;348.6335;38
2934;344.6955;39
2121;326.7135;40
4250;326.6325;41
6554;322.5115;42
7849;316.0310;43
9357;314.4365;44
6909;313.1735;45
7869;301.5410;46
8294;294.9985;47
6540;293.9070;48
8769;289.3355;49
1223;289.2220;50
11319;288.1090;51
6551;285.6750;52
7431;283.0135;53
8195;282.3460;54
6795;278.2355;55
12320;275.3140;56
1115;273.6265;57
12899;266.5915;58
15595;265.7765;59
1726;256.1760;60
4163;255.7535;61
5574;254.2545;62
10370;250.5045;63
4842;244.2305;64
21517;243.9400;65
12999;243.3420;66
10095;242.6075;67
21440;239.8935;68
21439;239.7945;69
9146;239.4010;70
4198;236.7155;71
19830;236.0170;72
1539;234.1480;73
9643;234.0420;74
18890;231.1405;75
6802;229.2735;76
4535;226.1895;77
16898;222.8895;78
7809;217.7160;79
4451;216.0360;80
6620;215.2795;81
6621;214.7795;82
5856;210.4565;83
18645;210.2365;84
7725;209.7155;85
5282;208.5510;86
7603;206.9315;87
11296;204.2650;88
12474;201.8850;89
4242;201.7765;90
5310;197.6610;91
2966;195.3710;92
1865;191.1150;93
1347;190.3850;94
17721;188.3155;95
8312;188.2335;96
8549;181.2805;97
3496;181.0485;98
7242;181.0205;99
14885;179.7360;100
5520;177.8995;101
4922;176.8640;102
9755;175.1775;103
3960;173.1230;104
3644;169.5290;105
5670;169.4615;106
11600;169.0405;107
4665;168.2895;108
5363;167.5665;109
10450;165.8050;110
5446;164.9360;111
2114;164.5490;112
17082;162.8925;113
8950;162.0095;114
18760;159.1925;115
4022;158.8445;116
2698;158.8035;117
9822;158.3670;118
5400;157.3155;119
10148;156.3675;120
10533;155.2015;121
5023;154.1775;122
18284;151.7355;123
17545;151.6630;124
8485;150.7845;125
4405;148.9775;126
1731;147.9225;127
5352;147.7725;128
14286;146.1535;129
1128;143.7515;130
1138;143.1260;131
4588;141.9590;132
12108;141.1840;133
8978;140.4805;134
4735;140.3145;135
15259;139.3240;136
4699;138.9865;137
3293;138.2560;138
7940;138.1135;139
17539;136.7175;140
7827;134.9055;141
1397;134.3800;142
5701;131.6185;143
5859;131.2425;144
2644;130.3825;145
5918;129.9445;146
1807;129.9155;147
4793;129.4715;148
9303;128.9600;149
19724;128.7150;150
1220;128.6385;151
2395;128.2905;152
7902;127.9710;153
14420;127.6725;154
7099;127.6370;155
5989;127.5800;156
2013;127.4600;157
5708;127.0115;158
15477;126.4200;159
6923;125.4470;160
22882;125.2545;161
1749;125.0140;162
17167;124.4365;163
5353;124.3495;164
5070;123.8255;165
5084;123.5490;166
4353;122.0265;167
5374;117.4855;168
5069;117.3645;169
5568;116.7020;170
5314;116.3375;171
3920;114.2750;172
16585;113.9030;173
4212;113.5470;174
15511;113.1875;175
3546;113.0805;176
9691;112.3975;177
2496;112.3395;178
3401;111.7570;179
20261;111.6375;180
4110;109.5125;181
17030;109.0805;182
13412;108.7170;183
16859;108.3090;184
1617;108.1135;185
5483;107.6635;186
13364;107.3500;187
5534;106.9955;188
12123;106.4590;189
6131;106.4575;190
11802;106.1775;191
5624;105.9435;192
3003;105.8520;193
17495;104.7625;194
11809;104.3840;195
8930;103.7045;196
15414;103.6945;197
3978;103.4100;198
3345;102.9515;199
16829;102.6085;200
9126;102.2105;201
2673;101.6515;202
4431;101.5785;203
1381;101.3520;204
16140;99.3890;205
4303;98.5575;206
3064;98.5095;207
4551;98.4065;208
2703;97.6965;209
5059;97.6785;210
6112;97.5640;211
14619;97.2975;212
23406;97.1580;213
2727;96.9225;214
12006;96.5670;215
2904;96.3225;216
8308;96.0665;217
4602;95.8710;218
3647;95.2435;219
4906;94.9735;220
2489;94.7465;221
7000;93.9590;222
2501;93.6280;223
5880;93.6125;224
7221;93.3690;225
4563;92.9395;226
8911;91.7675;227
5454;91.5410;228
2921;91.5300;229
6716;91.4660;230
4887;91.3245;231
7710;91.1950;232
4985;91.1770;233
6512;90.1120;234
20680;89.3990;235
11769;88.6180;236
8297;87.8575;237
18252;87.1625;238
20655;86.8445;239
15032;86.7880;240
9387;86.7185;241
5678;86.6985;242
13003;86.6705;243
5615;85.2305;244
11899;85.0020;245
21367;85.0010;246
16875;84.8480;247
11903;84.6780;248
4402;84.5025;249
2519;84.4125;250
2468;84.3885;251
2666;84.3710;252
2116;84.2345;253
17161;84.1420;254
10054;83.6915;255
2831;83.4960;256
4430;83.4735;257
12575;83.3455;258
7617;83.3305;259
3529;83.1750;260
15519;83.0340;261
4547;82.6615;262
19120;82.3290;263
17298;82.0625;264
1206;81.4725;265
3633;81.4725;265
8283;81.4580;267
3542;81.3240;268
7246;81.1895;269
7215;80.9970;270
6225;80.8720;271
5378;80.6665;272
7563;80.4880;273
6542;80.1795;274
5675;79.8145;275
7033;79.5670;276
4077;79.3360;277
7794;79.0890;278
10385;78.7155;279
6659;78.5235;280
3992;77.7735;281
3787;77.5440;282
6335;77.5040;283
6954;77.4800;284
1272;77.4160;285
6513;77.2925;286
3206;77.2065;287
6543;77.1395;288
16184;77.1115;289
10056;76.6725;290
16317;76.5965;291
8117;76.3595;292
7341;75.9660;293
6116;75.8920;294
5691;75.6945;295
2676;74.9225;296
4063;74.7440;297
2515;74.5610;298
8243;74.3850;299
7346;74.3605;300
7729;74.3495;301
11551;74.2500;302
10472;73.8830;303
20240;73.8660;304
6334;73.7470;305
2495;73.5975;306
4319;73.3495;307
6137;73.2585;308
16903;73.0080;309
23405;73.0040;310
2460;72.9690;311
1668;72.3560;312
4474;72.3200;313
9785;72.2040;314
4399;72.1545;315
17766;72.0940;316
12127;71.6460;317
3763;71.4805;318
16699;71.4385;319
10403;71.4060;320
4329;71.2950;321
12783;71.2105;322
16380;71.0115;323
16456;70.6990;324
6356;70.6695;325
15120;70.5945;326
5081;70.2275;327
10770;70.1085;328
1643;69.8560;329
10479;69.8500;330
24248;69.6790;331
17935;69.6705;332
5017;69.4915;333
3423;69.0870;334
10570;69.0515;335
4949;69.0045;336
11928;68.9425;337
3006;68.4395;338
5329;68.3965;339
5822;68.3485;340
14234;68.2270;341
5464;68.1230;342
20076;67.8320;343
7271;67.6920;344
20033;67.5200;345
12139;67.1185;346
4413;66.8535;347
10209;66.6315;348
1208;66.5510;349
21223;66.5060;350
3512;66.4910;351
9763;66.4555;352
13174;66.3840;353
9491;66.2690;354
5213;66.1190;355
6080;65.5560;356
18256;65.3365;357
4823;65.2865;358
10721;65.2375;359
9228;65.0750;360
6963;65.0525;361
5696;65.0495;362
6101;65.0465;363
9037;65.0050;364
9736;64.8120;365
8344;64.7645;366
