MSC Cezar;Ranking R17 File;OFB;#28
18;"Edycja 16.";"Czerwiec 2021";2021-06-30;6000
---
r1_pid;r1_score;r1_loc
6658;862.3375;1
12197;823.1005;2
4662;816.2625;3
8513;784.1925;4
5341;612.8800;5
8979;546.1960;6
5176;530.1780;7
11319;502.8425;8
6973;500.7440;9
6706;498.5240;10
1661;480.5075;11
1115;477.0005;12
6341;471.5550;13
2806;471.3585;14
1318;462.8480;15
6540;452.9835;16
6815;434.4105;17
7291;430.6610;18
8158;424.5165;19
4740;405.7250;20
4250;379.4560;21
10085;378.7350;22
14728;373.8485;23
9146;368.1055;24
11550;363.3630;25
9138;345.6860;26
6909;343.2600;27
4108;340.4765;28
4451;335.6730;29
5363;318.1475;30
12450;301.6915;31
5611;299.2915;32
1539;291.8945;33
12154;289.9415;34
8203;281.8735;35
9357;279.1840;36
13438;276.6605;37
1865;273.7755;38
6887;272.6245;39
15595;272.1605;40
5111;271.4065;41
4842;269.0665;42
7869;267.7290;43
5056;263.0015;44
4762;256.3465;45
4111;254.0800;46
7242;250.9270;47
9755;248.6200;48
1347;245.4390;49
4922;238.3015;50
6551;237.6550;51
3844;236.4855;52
2121;236.0100;53
7849;235.3285;54
7809;232.0755;55
4535;230.8485;56
7431;229.0000;57
14619;228.9230;58
6963;227.8520;59
19120;224.3665;60
2934;223.6525;61
1223;219.9810;62
1726;215.0635;63
6795;214.6360;64
4163;213.5845;65
2966;210.2395;66
10370;209.7890;67
8294;208.3720;68
9550;206.1595;69
6554;205.6170;70
5670;205.2200;71
5374;203.2120;72
5574;201.7705;73
12320;198.9885;74
5718;194.8455;75
3960;190.9070;76
5856;190.7520;77
4588;188.4075;78
7544;186.1025;79
4699;185.6735;80
2904;184.4185;81
4887;183.1750;82
4198;178.8405;83
4665;178.8060;84
13709;178.5420;85
5520;178.0290;86
12999;177.2235;87
6620;176.6765;88
17167;176.5195;89
7725;174.3685;90
5423;174.1485;91
6621;169.6655;92
8769;169.2965;93
14885;168.8595;94
8549;168.4520;95
1054;168.2750;96
10450;166.2235;97
1138;165.1570;98
