MSC Cezar;Ranking R17 File;OFB;#28
38;"Edycja 36.";"Czerwiec 2026";2026-06-30;6000
---
r1_pid;r1_score;r1_loc
12197;1321.7405;1
6658;1123.5400;2
4662;1046.3445;3
7291;857.9325;4
14728;718.9225;5
8158;705.2885;6
11550;682.6450;7
2806;634.7105;8
8203;615.3635;9
5056;578.1050;10
4762;529.1020;11
4108;528.8250;12
23206;495.8170;13
1318;491.7280;14
10085;484.0695;15
4111;479.5680;16
5176;476.8770;17
12450;471.8890;18
6341;456.8945;19
1345;451.8860;20
14783;450.8425;21
8513;447.4755;22
1661;440.6155;23
13438;438.2860;24
6973;410.2820;25
13709;409.9060;26
6706;407.8835;27
14782;404.1900;28
9138;390.4085;29
5423;378.7175;30
12154;361.1515;31
6336;357.8955;32
9550;356.5930;33
19830;350.3325;34
6815;336.1280;35
2934;335.1955;36
5611;333.0110;37
4740;327.3435;38
8769;325.7500;39
6909;318.1145;40
2121;315.1160;41
8195;310.7820;42
6540;309.2880;43
6554;306.3675;44
1115;306.3270;45
8979;306.0750;46
7849;304.8575;47
9357;304.6445;48
12320;299.4120;49
4250;293.2080;50
1223;292.4135;51
18645;290.3255;52
8294;289.6745;53
7869;288.7770;54
6551;288.4760;55
11319;283.5790;56
12899;282.0395;57
7431;280.8010;58
18890;276.2935;59
15595;270.0815;60
6795;267.4895;61
5574;262.7115;62
1726;260.5775;63
21440;258.9210;64
21439;258.8625;65
6802;242.6090;66
4842;238.9910;67
7725;237.4010;68
7809;236.9165;69
9643;231.5210;70
4163;230.3910;71
10095;230.1555;72
10370;228.2780;73
16898;227.1275;74
12999;225.6090;75
4535;225.4325;76
9146;222.8490;77
1539;214.1165;78
5856;213.4395;79
6620;211.1250;80
1347;210.8620;81
7603;209.5220;82
5282;209.1425;83
6621;203.2050;84
11600;201.7560;85
4242;200.2640;86
17721;199.7210;87
4198;195.8500;88
1731;195.4000;89
11296;193.8110;90
9691;191.2705;91
4451;190.3720;92
2114;188.9580;93
3496;187.8070;94
21517;187.0550;95
5310;184.8255;96
8312;182.9670;97
2966;180.0840;98
14885;179.3935;99
5023;177.3810;100
17545;176.6360;101
8549;176.1045;102
12474;175.7105;103
22882;175.2610;104
5400;175.1235;105
5520;173.9235;106
7242;173.6090;107
4922;172.8180;108
2698;172.4060;109
12108;172.1885;110
3644;169.0855;111
19724;168.7490;112
8950;166.1600;113
17539;166.0235;114
5670;164.6005;115
10533;160.9300;116
4022;159.2240;117
8978;156.1440;118
20261;155.0820;119
14286;154.8605;120
17082;154.3320;121
10148;154.1445;122
18760;154.0745;123
1865;152.0410;124
8485;150.3550;125
5708;149.0790;126
3401;148.9920;127
3960;148.1300;128
3293;147.8595;129
5084;147.5110;130
1807;147.0415;131
5070;145.0555;132
7940;143.9155;133
10450;142.7390;134
1128;142.0695;135
5363;141.9335;136
14420;139.5870;137
15259;139.2715;138
5701;138.2810;139
2395;138.1425;140
4793;137.8650;141
2644;137.5705;142
2013;137.4885;143
7902;136.5760;144
4405;135.4465;145
5918;135.0430;146
5352;134.6490;147
9755;134.3610;148
9303;134.3170;149
10054;133.5810;150
18284;133.3005;151
4588;133.2440;152
4735;133.1315;153
4665;132.4615;154
5069;132.4145;155
15477;129.5645;156
1138;127.3165;157
16585;126.5315;158
2501;124.8155;159
9126;124.4290;160
7099;122.7135;161
11802;122.6035;162
3064;121.1320;163
9822;120.0385;164
5374;119.7935;165
6923;119.0430;166
4699;118.0830;167
5534;118.0315;168
5568;118.0160;169
4353;116.3180;170
1397;115.4060;171
5353;115.1685;172
5989;114.7485;173
1220;114.4590;174
5859;114.0520;175
17030;113.5475;176
2921;112.8620;177
3920;112.5755;178
3546;111.8170;179
19121;111.5565;180
4110;110.4600;181
5624;110.2945;182
20655;110.0805;183
12006;109.4705;184
2496;108.5135;185
3978;107.8580;186
1749;107.8250;187
4551;107.7115;188
16829;107.6865;189
15414;107.2310;190
17495;107.1960;191
5059;106.7770;192
5314;106.4795;193
2904;106.0675;194
3003;105.7620;195
1617;105.3565;196
16859;104.5610;197
17167;104.5375;198
4212;103.2785;199
8930;102.5325;200
5880;102.5005;201
7827;102.3855;202
7794;102.1190;203
3647;101.1900;204
5483;100.2055;205
4949;99.2800;206
13364;99.1040;207
8308;98.7125;208
23068;98.7080;209
4402;98.3060;210
2703;98.2560;211
2727;97.6840;212
23406;97.4950;213
4547;97.4310;214
16184;97.3890;215
13412;97.3810;216
15511;96.0890;217
4906;95.7735;218
7221;95.7355;219
2489;95.7080;220
6131;95.6975;221
16140;95.5845;222
13003;95.3000;223
2116;95.2075;224
15519;95.0930;225
