MSC Cezar;Ranking R17 File;OFB;#28
34;"Edycja 32.";"Czerwiec 2025";2025-06-30;6000
---
r1_pid;r1_score;r1_loc
12197;1349.1960;1
6658;1085.2920;2
4662;972.4945;3
7291;811.2850;4
8158;680.6330;5
11550;649.1480;6
14728;598.6615;7
8203;571.1805;8
2806;564.0975;9
23206;561.3145;10
8513;556.8495;11
5056;542.5965;12
14783;525.9630;13
4108;522.0575;14
5341;505.8095;15
1318;485.1140;16
5176;471.6565;17
4762;463.4140;18
6341;453.3610;19
1661;436.6690;20
14782;434.1570;21
10085;433.6755;22
12450;427.5410;23
6706;421.9835;24
4111;420.9725;25
6973;419.8135;26
6336;395.8615;27
1345;394.3510;28
12154;389.6495;29
6815;385.6565;30
13438;374.6275;31
9138;366.8655;32
5423;362.5900;33
4740;352.2845;34
5611;342.7365;35
8979;339.3110;36
4250;330.5830;37
7849;324.8085;38
6909;309.8155;39
2121;309.7250;40
6540;309.0110;41
6554;304.9410;42
9550;303.9380;43
11319;299.3560;44
9357;293.7210;45
2934;289.0370;46
6551;287.5315;47
7869;285.8725;48
8195;283.6770;49
13709;283.3410;50
6795;270.2360;51
4163;267.2030;52
15595;266.3050;53
21440;264.2655;54
21439;264.1665;55
21517;262.8360;56
10370;261.9080;57
8294;261.2105;58
5574;259.2305;59
8769;257.5040;60
1115;256.9405;61
4842;253.4685;62
1223;250.8795;63
1539;247.8245;64
12899;247.7490;65
7431;245.6635;66
10095;242.8730;67
1726;241.0295;68
12320;233.4610;69
4198;232.2070;70
9643;230.9450;71
7809;229.2525;72
4451;220.8580;73
18890;220.5580;74
16898;220.2205;75
9146;219.5415;76
6620;216.3050;77
4535;215.7450;78
6621;215.6870;79
6802;210.9900;80
12999;208.3945;81
5856;205.1385;82
19830;202.9220;83
7242;196.6670;84
5282;195.5080;85
2966;194.9375;86
11296;192.5535;87
4242;191.4020;88
7725;188.5220;89
1865;185.4515;90
9755;185.2630;91
5310;185.1240;92
17721;183.6460;93
1347;182.9360;94
5363;174.5205;95
4665;174.4385;96
14885;173.0525;97
8549;172.4580;98
3644;172.3025;99
3496;171.4235;100
11600;170.2295;101
10450;169.9055;102
4922;168.8240;103
18645;166.9440;104
17082;164.2875;105
5520;164.2120;106
5670;160.3965;107
9822;159.0465;108
12474;157.1535;109
10533;156.8405;110
10148;156.3400;111
14286;155.8655;112
4022;155.7285;113
3960;154.0615;114
2114;151.6370;115
18284;150.5765;116
7603;149.0280;117
8312;147.5175;118
8485;147.4285;119
5446;147.2975;120
18760;146.2105;121
4735;145.5310;122
5400;144.9725;123
5352;144.3915;124
1128;142.2005;125
2698;142.1895;126
4588;141.6295;127
4699;140.8385;128
17545;140.4665;129
1397;140.4185;130
8950;139.9345;131
1138;138.8505;132
15259;138.3170;133
4405;137.3875;134
