MSC Cezar;Ranking R17 File;OFB;#28
5;"Edycja 3.";"Czerwiec 2017";2017-06-30;2000
---
r1_pid;r1_score;r1_loc
12197;860.7640;1
6658;781.3345;2
4662;760.4490;3
8979;710.4485;4
8513;701.7835;5
3844;672.1855;6
1318;512.3175;7
1661;499.2700;8
6706;495.2670;9
1115;487.2460;10
8158;450.0880;11
6973;432.7645;12
11319;430.1520;13
6341;419.8095;14
8203;414.2485;15
6815;401.3485;16
4108;400.6440;17
5176;400.4665;18
4250;397.7345;19
4740;393.1330;20
2806;392.5360;21
5056;387.9030;22
4451;368.5810;23
7291;368.3750;24
5611;349.0645;25
10085;331.6900;26
2121;330.9810;27
5363;330.8925;28
14728;322.0585;29
5341;306.7380;30
6887;301.2250;31
1539;297.5050;32
7242;290.4450;33
12450;277.6195;34
7811;277.3240;35
9146;276.3825;36
6540;265.8370;37
4922;265.1385;38
6795;248.7090;39
7869;240.8895;40
9550;236.5670;41
9138;230.8245;42
7431;230.8215;43
6551;229.3725;44
6909;229.2835;45
1726;222.3560;46
1347;222.2970;47
5856;220.6460;48
5574;215.0610;49
5374;206.9635;50
5111;205.0775;51
4535;203.8750;52
4665;202.8495;53
7849;201.2245;54
4163;195.3135;55
2013;192.6945;56
10370;191.4475;57
1223;188.6835;58
5084;186.2205;59
4022;186.1390;60
6554;183.0590;61
4842;180.5890;62
9549;180.4500;63
10054;179.0365;64
11550;178.2775;65
7603;177.7445;66
9755;176.6805;67
3960;173.0465;68
4588;172.3210;69
4699;171.8980;70
10095;169.3890;71
1138;169.3270;72
7796;168.7045;73
2966;165.5010;74
15595;164.5110;75
13438;163.1630;76
8117;162.7230;77
7809;162.0825;78
5069;160.1885;79
8485;159.2860;80
6873;156.6605;81
8195;156.2960;82
1502;151.5205;83
5520;148.6280;84
15922;148.1595;85
4762;147.9640;86
14234;146.0310;87
13140;144.4105;88
12154;143.5260;89
7827;143.2870;90
7341;142.0270;91
1206;141.5520;92
2904;141.3235;93
5624;138.6400;94
5701;136.9260;95
10117;136.2745;96
5310;136.0305;97
8312;135.2610;98
5718;135.1925;99
2934;133.8545;100
1865;132.2950;101
4531;131.5135;102
7725;130.7765;103
10793;128.6305;104
6954;128.5935;105
13139;127.7205;106
6526;126.0055;107
8294;125.7495;108
7025;124.9225;109
2666;124.0815;110
5732;123.3215;111
7818;122.7070;112
6346;122.7055;113
4735;122.6520;114
9357;122.1060;115
7782;121.6835;116
5670;120.9345;117
5534;119.8540;118
4527;119.3745;119
13709;118.7045;120
3497;118.3555;121
4802;118.2550;122
8769;118.1060;123
2501;117.6475;124
11104;117.2760;125
6620;116.8250;126
6751;116.5045;127
3266;115.4615;128
15621;115.3625;129
2827;115.3400;130
5708;115.1630;131
12362;115.0235;132
14885;114.7565;133
17134;114.4775;134
8549;114.3620;135
1128;113.8820;136
3978;113.8435;137
5059;113.6530;138
6994;113.4570;139
2912;113.4385;140
7044;111.0115;141
11903;110.4390;142
6845;109.9765;143
2673;109.8645;144
6648;107.7890;145
3633;107.6130;146
3345;106.7625;147
6621;105.8920;148
4109;105.4360;149
14619;104.7045;150
7544;104.3830;151
18197;104.3300;152
2727;101.6380;153
3523;101.3635;154
5400;101.2510;155
12123;101.0235;156
5830;100.8475;157
12899;100.7845;158
5282;100.3450;159
5446;99.3900;160
9643;98.4160;161
12999;98.0445;162
1840;97.7025;163
11471;97.0920;164
8950;96.8040;165
5423;96.0825;166
5739;95.8740;167
8978;95.6385;168
4731;95.5740;169
4212;95.0755;170
1054;94.9045;171
6629;94.1565;172
5691;93.9975;173
3184;93.6565;174
2671;93.2600;175
6800;92.8250;176
2831;91.9130;177
2496;91.9080;178
1831;91.5550;179
1807;91.2750;180
4198;91.0245;181
6543;90.8000;182
3787;90.0440;183
4242;89.8365;184
3644;89.6210;185
6542;88.6495;186
6923;88.0390;187
5378;87.7030;188
5314;86.8660;189
7860;86.6440;190
5505;86.4520;191
10570;85.6275;192
12152;84.2470;193
11769;84.1295;194
2977;84.0760;195
4563;83.3845;196
5730;83.0335;197
7722;82.5505;198
1749;82.2905;199
5386;82.2815;200
4887;81.8575;201
9822;81.8205;202
2807;80.8815;203
3546;80.3270;204
4593;80.2400;205
2894;80.1055;206
10533;79.7870;207
2846;78.7690;208
2166;78.2235;209
6522;77.4220;210
5989;77.3640;211
2158;77.0025;212
4303;76.8400;213
11600;76.3010;214
1220;76.1905;215
10534;76.1750;216
2460;75.8235;217
6801;75.2025;218
6131;74.8330;219
15120;74.4365;220
7475;74.2805;221
6812;74.1485;222
7646;74.0255;223
3815;73.6355;224
8434;73.5905;225
6830;73.5385;226
7090;73.3985;227
2804;72.9290;228
5307;72.6355;229
3401;72.4465;230
7283;72.1770;231
4602;72.0430;232
1171;71.8255;233
5264;70.5225;234
5464;70.4110;235
8283;70.1665;236
1208;69.3630;237
11809;69.2230;238
2698;68.9850;239
12474;68.6010;240
4360;68.5870;241
6895;68.5110;242
3920;68.3530;243
1617;68.1755;244
2683;67.8165;245
10450;67.7560;246
6689;67.6995;247
8308;66.9675;248
7710;66.8000;249
5615;66.4820;250
3423;66.3025;251
4547;66.1780;252
4110;66.1715;253
1945;66.0910;254
1381;65.8650;255
4684;65.6745;256
1781;65.5185;257
10721;65.4845;258
2495;65.0515;259
10209;64.9205;260
2703;64.6165;261
2597;64.3605;262
1483;64.0250;263
7779;64.0185;264
7854;63.9170;265
11428;63.5470;266
4696;63.4480;267
7794;62.9820;268
1705;62.8675;269
2519;62.6780;270
2515;62.6550;271
13074;62.6070;272
4906;62.2375;273
10444;62.2285;274
9424;61.9490;275
16317;61.8880;276
2650;61.8560;277
5329;61.4785;278
7926;61.0365;279
4165;60.9770;280
7246;60.8910;281
4430;60.8550;282
7215;60.7110;283
4852;60.5645;284
10171;60.3450;285
5568;59.6780;286
3389;59.6710;287
3064;59.5915;288
3185;59.4905;289
2174;59.3295;290
6915;59.2235;291
5523;58.8055;292
4712;58.5895;293
6765;58.2750;294
4431;58.2455;295
5695;58.1880;296
1288;57.8175;297
5454;57.7060;298
11296;57.5880;299
8593;57.5090;300
2823;56.9705;301
3847;56.7045;302
2757;56.5785;303
14420;56.5405;304
1739;56.5395;305
4405;56.1435;306
2933;55.8590;307
7526;55.7660;308
13828;55.5635;309
6129;55.4530;310
8078;55.3375;311
7052;55.0415;312
12129;54.8715;313
10105;54.8295;314
9828;54.5890;315
16829;54.1165;316
6705;53.9785;317
7729;53.9135;318
3542;53.6070;319
8341;53.4520;320
4632;53.4350;321
2663;53.3820;322
6876;53.3645;323
7370;53.3185;324
13071;53.0335;325
1019;52.9180;326
3206;52.8380;327
3529;52.7705;328
4707;52.5295;329
4553;52.4550;330
7190;52.2915;331
2833;52.1800;332
2809;52.0860;333
9835;52.0580;334
3454;51.8880;335
6274;51.8815;336
7815;51.7450;337
2976;51.6885;338
2667;51.6420;339
12320;51.6250;340
3775;51.4785;341
2093;51.4300;342
3724;51.2785;343
2018;51.1325;344
5226;51.0950;345
2642;50.5610;346
15519;50.3335;347
1291;50.2840;348
2382;50.0260;349
12272;49.5815;350
3696;49.5715;351
2676;49.4815;352
2110;49.4080;353
1311;49.2360;354
5170;49.2235;355
4797;48.9355;356
16184;48.8355;357
8911;48.6315;358
6598;48.5850;359
3029;48.5765;360
4413;48.5595;361
3549;48.5450;362
13412;48.4715;363
8243;48.3325;364
2794;48.3045;365
3992;48.2775;366
2644;47.9595;367
2497;47.9580;368
6963;47.8805;369
15976;47.6910;370
1730;47.6530;371
6746;47.6395;372
4751;47.4795;373
2489;47.3165;374
3499;47.2680;375
6225;47.2680;375
1433;46.9825;377
9418;46.8920;378
10252;46.6530;379
12009;46.5815;380
14481;46.4980;381
12145;46.4800;382
9568;46.3810;383
2262;46.2740;384
4347;46.1640;385
2524;45.8080;386
13882;45.6665;387
14540;45.6365;388
8182;45.5280;389
5483;45.5120;390
4683;45.4880;391
4682;45.4000;392
1643;45.3975;393
7801;45.3660;394
3455;45.3345;395
3003;45.2360;396
10794;45.2135;397
6714;45.0855;398
7271;45.0265;399
3525;44.9885;400
2631;44.9765;401
6904;44.9380;402
10023;44.9160;403
3881;44.9010;404
1283;44.6990;405
11834;44.5805;406
5675;44.5595;407
14845;44.3480;408
14286;44.1710;409
4949;44.0240;410
7405;44.0085;411
3909;43.8710;412
6147;43.8150;413
4365;43.5465;414
5649;43.4860;415
1032;43.3720;416
15511;43.1570;417
15477;43.1560;418
16859;43.0840;419
7221;42.9225;420
6080;42.8555;421
1627;42.8455;422
4043;42.6305;423
1718;42.6260;424
6539;42.4605;425
1826;42.3765;426
2774;42.2830;427
8793;42.0445;428
6249;42.0155;429
1345;41.8780;430
12127;41.8430;431
5944;41.6470;432
1272;41.5845;433
13364;41.2320;434
6128;41.2310;435
1912;41.1580;436
3020;41.0205;437
9562;40.9320;438
7109;40.8650;439
16183;40.8155;440
2959;40.7780;441
9430;40.7095;442
5202;40.6720;443
6334;40.6045;444
2395;40.5050;445
7642;40.4850;446
5519;40.3945;447
6507;40.1470;448
3338;40.1085;449
16645;40.0850;450
5431;39.6675;451
