MSC Cezar;Ranking R17 File;OFB;#28
27;"Edycja 25.";"Wrzesieñ 2023";2023-09-30;6000
---
r1_pid;r1_score;r1_loc
12197;1209.5010;1
6658;884.3630;2
8513;818.4145;3
4662;773.6095;4
7291;637.2610;5
11550;562.2915;6
8158;561.7115;7
5176;561.5065;8
1661;538.4165;9
1318;520.8200;10
5341;495.8265;11
4762;488.7810;12
6706;473.1435;13
4111;471.6670;14
6341;470.7665;15
14783;460.9960;16
12154;453.5655;17
6815;453.2380;18
14728;439.9710;19
8979;420.6720;20
8203;419.1010;21
4740;416.6960;22
6336;413.3740;23
9138;409.5410;24
6973;395.2000;25
2806;393.8715;26
5056;383.9265;27
11319;382.4590;28
13438;371.5595;29
14782;367.2255;30
6909;358.2380;31
5611;357.7585;32
4250;357.3940;33
12450;355.4830;34
6540;353.6175;35
5423;350.1480;36
4108;328.1360;37
6554;323.1400;38
10085;316.9705;39
1539;316.6460;40
9357;313.7890;41
7242;304.7805;42
12320;301.2590;43
4842;291.4435;44
7849;288.7040;45
8294;285.2630;46
1345;284.8555;47
9550;284.4680;48
1223;277.7515;49
4451;276.5340;50
4163;272.1920;51
2121;267.3850;52
2934;264.0140;53
15595;263.5370;54
10370;260.4320;55
4198;259.1410;56
7809;253.6190;57
9146;251.1090;58
13709;249.8710;59
7431;248.3395;60
21440;243.0360;61
21439;242.8560;62
1115;241.9730;63
7869;239.4830;64
6620;238.7065;65
6621;237.3895;66
6551;236.6020;67
1865;230.6255;68
9755;229.6260;69
5363;224.3155;70
9643;223.9545;71
21517;221.6305;72
6795;220.6135;73
12899;219.5685;74
1726;217.6830;75
2966;213.9825;76
10095;213.7180;77
10450;213.3385;78
5574;200.9395;79
14885;200.5035;80
8549;198.1810;81
23206;197.5400;82
8195;193.8990;83
4665;192.4995;84
4535;190.2355;85
4922;189.1355;86
4735;188.9830;87
1347;188.5405;88
5856;187.4310;89
4699;186.4685;90
14619;186.0820;91
3960;183.7595;92
7725;183.7100;93
17167;180.1215;94
10533;175.1320;95
18760;172.1255;96
5282;171.5200;97
5310;170.7755;98
4242;170.7165;99
3644;168.0830;100
5670;167.2845;101
11296;166.9400;102
8769;166.7140;103
19120;165.7290;104
8312;164.6190;105
4022;163.3150;106
1138;161.3500;107
12474;160.0385;108
12999;158.9445;109
18890;157.9860;110
4405;155.9675;111
5859;155.2260;112
3496;154.4310;113
8485;153.1935;114
6802;150.8240;115
17721;149.2330;116
4588;147.5015;117
15511;146.6875;118
15477;144.1540;119
4602;143.5460;120
4212;143.4915;121
5520;141.4815;122
3293;141.0860;123
2904;140.4600;124
13412;140.1445;125
16898;139.9840;126
5352;139.9350;127
11903;138.9235;128
9822;138.2110;129
5353;136.2735;130
8950;135.0900;131
11809;134.7740;132
5374;134.1290;133
12123;133.9385;134
2827;133.4930;135
1220;132.0460;136
7603;131.3520;137
2698;130.6140;138
1749;130.3310;139
5732;130.1955;140
17082;127.8440;141
2673;127.7365;142
3345;125.9315;143
1128;125.1840;144
14286;124.9890;145
1617;123.6680;146
19121;123.3275;147
5400;123.1505;148
1739;122.4585;149
4353;122.3335;150
2644;122.0835;151
4985;120.0765;152
5111;120.0550;153
7341;118.5450;154
2114;118.3925;155
7940;117.1785;156
2013;117.1320;157
15519;116.6140;158
5084;115.8790;159
5989;115.5545;160
8978;115.3065;161
6845;114.8300;162
6131;114.2410;163
2501;113.3525;164
2727;112.2010;165
7099;111.7005;166
7190;111.6735;167
4563;111.3935;168
1206;111.2265;169
17161;110.0690;170
16875;109.3160;171
3939;108.3950;172
5059;107.4245;173
5708;107.4160;174
11600;106.9650;175
12127;106.6630;176
4303;106.5195;177
5023;106.2430;178
16829;105.0990;179
5446;104.8675;180
8283;104.6985;181
5691;104.3345;182
2519;104.0050;183
13364;103.5665;184
18252;103.3985;185
5314;102.8555;186
1643;102.5595;187
4431;102.5125;188
7544;102.2000;189
4707;101.7950;190
1381;101.4960;191
4887;100.9930;192
5568;100.9510;193
7710;100.6915;194
10570;100.5730;195
1054;99.3500;196
3546;99.0310;197
3206;98.7745;198
3978;98.6075;199
16859;98.5875;200
4906;98.1850;201
14420;97.9280;202
5464;97.8250;203
6382;96.4240;204
3920;96.2725;205
1397;95.1715;206
5534;94.5860;207
17298;93.8785;208
16645;93.3070;209
18256;91.6425;210
7221;91.4960;211
8117;91.4665;212
1208;91.2320;213
7902;91.0140;214
2703;90.9375;215
7818;90.8275;216
5454;90.4300;217
6954;90.1385;218
6923;90.0310;219
3003;89.9200;220
6542;89.8120;221
2676;89.7335;222
6543;89.5475;223
7827;89.0190;224
6648;88.7620;225
2831;88.1960;226
6112;88.1505;227
2515;87.9555;228
2460;87.9045;229
18645;87.4870;230
7729;86.9630;231
5483;86.9455;232
9763;86.5710;233
4319;86.2785;234
4067;85.1015;235
8308;84.8995;236
3423;84.5265;237
3184;84.4615;238
7246;83.6735;239
15621;83.5980;240
7617;83.3315;241
14234;83.3120;242
4347;83.2950;243
7215;83.1410;244
4110;83.1355;245
7722;82.4625;246
2489;82.4060;247
17030;82.3680;248
12575;82.0380;249
6716;81.3905;250
9568;81.3880;251
7563;81.3555;252
2809;81.0285;253
1272;80.8780;254
16259;80.8655;255
3542;80.5650;256
10148;80.3985;257
7906;80.0825;258
4751;79.4770;259
16317;79.4300;260
18128;79.1220;261
6116;79.0945;262
3497;78.5010;263
10209;78.0580;264
2116;77.9640;265
17495;77.7775;266
3844;77.6000;267
2666;76.9290;268
8930;76.6980;269
10403;76.6650;270
3434;76.5505;271
7811;76.5255;272
5822;76.4690;273
5624;76.2040;274
6225;75.7905;275
7000;75.0305;276
2495;74.8830;277
8297;74.7085;278
6963;74.6565;279
4077;74.4675;280
11471;74.3090;281
6137;74.1720;282
10793;73.8520;283
9549;73.3445;284
7782;73.0520;285
15414;73.0005;286
1705;72.5790;287
3529;72.2465;288
7271;72.0755;289
5701;71.8875;290
1483;71.6385;291
8182;71.5550;292
11899;71.3755;293
15120;71.2945;294
5880;71.2045;295
11769;71.0560;296
4531;70.8465;297
5213;70.6725;298
16184;70.5065;299
8593;70.2710;300
9387;69.9070;301
16140;69.6935;302
13411;69.6080;303
9303;69.3470;304
18378;69.1250;305
5876;69.0390;306
5918;69.0120;307
18284;68.9745;308
5523;68.6320;309
15259;68.5025;310
14250;68.1645;311
3096;68.0145;312
2468;67.7685;313
2642;67.7655;314
11928;67.5875;315
7114;67.5720;316
10721;67.5190;317
12108;67.4685;318
7854;67.1915;319
9418;67.1690;320
19830;66.9750;321
2683;66.8890;322
8119;66.8690;323
1291;66.5355;324
17935;66.1260;325
20076;65.9205;326
4682;65.1495;327
6801;65.0440;328
7033;65.0175;329
5678;64.4560;330
1731;64.3505;331
16585;64.2305;332
9736;63.6190;333
9228;63.4590;334
3633;63.4520;335
2157;62.9375;336
3064;62.8195;337
6512;62.8145;338
2395;62.3405;339
7346;61.9980;340
1882;61.8715;341
5548;61.8440;342
12006;61.7475;343
4015;61.7170;344
2894;61.6360;345
16183;61.5620;346
6994;61.5265;347
4430;61.5145;348
16699;61.4200;349
7777;61.2005;350
5615;61.1275;351
13174;60.9870;352
1433;60.9645;353
21314;60.8950;354
2533;60.8850;355
1288;60.7260;356
4509;60.6475;357
10479;60.5320;358
4043;60.4775;359
3549;60.1970;360
9245;59.9175;361
4949;59.9080;362
6765;59.8200;363
17046;59.7900;364
7044;59.2955;365
11834;59.1760;366
2921;59.1360;367
8341;59.0050;368
20680;58.7780;369
7939;58.7010;370
4360;58.5950;371
5386;58.4040;372
2846;58.3975;373
14965;58.2840;374
6598;58.2725;375
15032;58.2570;376
4547;58.0375;377
10472;57.8850;378
6129;57.6650;379
17539;57.5135;380
2496;57.4390;381
7815;57.2380;382
12129;57.1915;383
6830;57.0185;384
6705;56.7655;385
1781;56.6270;386
4063;56.5655;387
7794;56.5270;388
4157;56.5035;389
21315;56.3495;390
1286;56.2365;391
6080;56.1185;392
13003;56.1175;393
6338;56.0730;394
6812;55.9185;395
3807;55.6275;396
3820;55.5760;397
2757;55.2560;398
6556;55.0220;399
2807;55.0165;400
10898;54.9315;401
17545;54.7650;402
17766;54.6830;403
8855;54.6595;404
3647;54.5575;405
1152;54.5325;406
5830;54.4920;407
5069;54.4195;408
6165;54.3370;409
4463;54.2280;410
4413;54.1290;411
5081;54.0215;412
12272;53.9280;413
9785;53.9185;414
17854;53.8995;415
2507;53.7575;416
3020;53.7135;417
5797;53.7040;418
4399;53.6420;419
8911;53.6195;420
5378;53.5025;421
18257;53.4160;422
3696;53.3165;423
2174;53.2190;424
