12197,2022-09-30,1,1044.2325
8513,2022-09-30,2,891.5600
6658,2022-09-30,3,752.3635
4662,2022-09-30,4,703.5420
5176,2022-09-30,5,602.4995
1661,2022-09-30,6,579.7585
7291,2022-09-30,7,536.3295
1318,2022-09-30,8,522.0080
5341,2022-09-30,9,515.0610
11550,2022-09-30,10,505.8185
6815,2022-09-30,11,498.6090
6706,2022-09-30,12,495.2180
8158,2022-09-30,13,478.1640
8979,2022-09-30,14,477.0395
6341,2022-09-30,15,474.4060
4740,2022-09-30,16,456.5450
12154,2022-09-30,17,441.8350
9138,2022-09-30,18,436.8820
11319,2022-09-30,19,417.4970
6909,2022-09-30,20,416.4000
14728,2022-09-30,21,416.3710
2806,2022-09-30,22,416.0040
6973,2022-09-30,23,402.2230
4111,2022-09-30,24,379.8415
4762,2022-09-30,25,378.1465
6540,2022-09-30,26,372.8235
14783,2022-09-30,27,370.7680
12450,2022-09-30,28,369.0980
4250,2022-09-30,29,357.3400
8203,2022-09-30,30,343.1245
6887,2022-09-30,31,332.0755
5611,2022-09-30,32,330.3390
6336,2022-09-30,33,330.0065
13438,2022-09-30,34,326.2795
4108,2022-09-30,35,325.3350
5056,2022-09-30,36,323.9620
1539,2022-09-30,37,321.5870
10085,2022-09-30,38,305.7480
7242,2022-09-30,39,305.0280
4842,2022-09-30,40,303.3545
15595,2022-09-30,41,303.1545
14782,2022-09-30,42,298.4700
7849,2022-09-30,43,296.2830
4451,2022-09-30,44,291.9920
9357,2022-09-30,45,288.4450
1223,2022-09-30,46,286.9435
12320,2022-09-30,47,284.8975
9146,2022-09-30,48,277.8295
6554,2022-09-30,49,277.1515
1865,2022-09-30,50,273.4055
9755,2022-09-30,51,273.2885
1115,2022-09-30,52,263.4420
4163,2022-09-30,53,262.6530
2121,2022-09-30,54,258.5775
10370,2022-09-30,55,254.7305
7809,2022-09-30,56,252.9440
8294,2022-09-30,57,252.9055
7869,2022-09-30,58,252.8505
4198,2022-09-30,59,249.8685
5363,2022-09-30,60,247.8375
7431,2022-09-30,61,245.1615
5423,2022-09-30,62,244.3010
2934,2022-09-30,63,239.5400
1726,2022-09-30,64,236.1215
2966,2022-09-30,65,234.3075
13709,2022-09-30,66,228.4260
14619,2022-09-30,67,226.9610
6620,2022-09-30,68,223.9655
6795,2022-09-30,69,222.7970
6621,2022-09-30,70,221.2820
6551,2022-09-30,71,217.7625
4922,2022-09-30,72,216.0600
4535,2022-09-30,73,208.9820
14885,2022-09-30,74,205.7775
8549,2022-09-30,75,204.6505
5856,2022-09-30,76,203.8600
10450,2022-09-30,77,201.7375
1347,2022-09-30,78,200.9695
4699,2022-09-30,79,197.5385
17167,2022-09-30,80,196.1105
5574,2022-09-30,81,187.8855
9550,2022-09-30,82,187.6320
5670,2022-09-30,83,186.9115
2904,2022-09-30,84,185.5635
4665,2022-09-30,85,185.5060
4405,2022-09-30,86,182.3710
10095,2022-09-30,87,179.8555
9643,2022-09-30,88,179.0845
2827,2022-09-30,89,177.4355
15511,2022-09-30,90,176.9025
10533,2022-09-30,91,175.6275
8312,2022-09-30,92,173.5835
3960,2022-09-30,93,171.4435
12999,2022-09-30,94,171.2970
5310,2022-09-30,95,171.2405
4735,2022-09-30,96,169.8950
4022,2022-09-30,97,169.6000
1138,2022-09-30,98,168.4475
4212,2022-09-30,99,163.5645
7544,2022-09-30,100,163.0865
7725,2022-09-30,101,161.1930
12474,2022-09-30,102,160.8035
8769,2022-09-30,103,159.5750
11296,2022-09-30,104,157.0715
1345,2022-09-30,105,156.9545
5374,2022-09-30,106,156.7880
18890,2022-09-30,107,154.0870
1749,2022-09-30,108,154.0250
5111,2022-09-30,109,153.6020
4242,2022-09-30,110,153.2920
15477,2022-09-30,111,152.9600
11903,2022-09-30,112,152.6980
4602,2022-09-30,113,151.2115
17161,2022-09-30,114,150.4095
5282,2022-09-30,115,149.3750
8485,2022-09-30,116,148.9185
19120,2022-09-30,117,147.8595
4588,2022-09-30,118,147.6880
21517,2022-09-30,119,147.0200
3644,2022-09-30,120,145.0725
12899,2022-09-30,121,144.0560
17721,2022-09-30,122,142.9145
1220,2022-09-30,123,138.5745
11600,2022-09-30,124,138.3220
5520,2022-09-30,125,137.1360
5859,2022-09-30,126,135.5795
12123,2022-09-30,127,132.0705
16645,2022-09-30,128,131.9520
18760,2022-09-30,129,131.3865
8950,2022-09-30,130,130.0600
13412,2022-09-30,131,130.0085
5464,2022-09-30,132,129.2700
3939,2022-09-30,133,129.2285
3345,2022-09-30,134,128.7765
4707,2022-09-30,135,127.9170
7190,2022-09-30,136,127.6395
1617,2022-09-30,137,126.6055
2013,2022-09-30,138,126.5945
1206,2022-09-30,139,126.3180
7603,2022-09-30,140,126.1845
6382,2022-09-30,141,125.2645
4887,2022-09-30,142,125.1430
2698,2022-09-30,143,124.9560
7341,2022-09-30,144,122.1875
5084,2022-09-30,145,122.1315
5352,2022-09-30,146,121.6510
3496,2022-09-30,147,121.4325
16898,2022-09-30,148,121.3150
3978,2022-09-30,149,120.5070
8283,2022-09-30,150,120.4465
1739,2022-09-30,151,120.3425
5400,2022-09-30,152,119.5275
15519,2022-09-30,153,119.0500
7811,2022-09-30,154,118.4420
5691,2022-09-30,155,118.2715
7722,2022-09-30,156,117.7285
2676,2022-09-30,157,117.6495
7827,2022-09-30,158,117.2290
2673,2022-09-30,159,116.0675
3844,2022-09-30,160,115.1560
3293,2022-09-30,161,114.6290
4985,2022-09-30,162,114.6185
1054,2022-09-30,163,114.1165
17298,2022-09-30,164,114.0065
5353,2022-09-30,165,113.9655
12127,2022-09-30,166,113.7210
18252,2022-09-30,167,113.6625
15621,2022-09-30,168,113.5620
6963,2022-09-30,169,113.0655
8195,2022-09-30,170,112.9670
5314,2022-09-30,171,112.3575
2727,2022-09-30,172,112.3295
8978,2022-09-30,173,111.7435
4431,2022-09-30,174,111.6795
8308,2022-09-30,175,111.0070
11809,2022-09-30,176,110.9990
4303,2022-09-30,177,110.7485
2644,2022-09-30,178,110.1090
1643,2022-09-30,179,108.9620
6131,2022-09-30,180,108.8615
3206,2022-09-30,181,108.3175
6845,2022-09-30,182,108.2355
14286,2022-09-30,183,108.0215
4563,2022-09-30,184,107.8830
5718,2022-09-30,185,107.7225
3546,2022-09-30,186,107.4865
5059,2022-09-30,187,107.4360
14234,2022-09-30,188,106.9945
16875,2022-09-30,189,105.5145
5989,2022-09-30,190,105.3180
3184,2022-09-30,191,104.9135
2666,2022-09-30,192,104.6480
15120,2022-09-30,193,104.4245
2519,2022-09-30,194,102.2125
16859,2022-09-30,195,101.6335
1128,2022-09-30,196,101.3655
5568,2022-09-30,197,101.2560
9549,2022-09-30,198,100.9305
2894,2022-09-30,199,99.7180
4353,2022-09-30,200,99.3950
2501,2022-09-30,201,99.3230
5708,2022-09-30,202,97.8410
2809,2022-09-30,203,97.7060
2515,2022-09-30,204,96.4510
18128,2022-09-30,205,94.9785
2460,2022-09-30,206,94.9640
2642,2022-09-30,207,94.6540
7818,2022-09-30,208,94.1810
7940,2022-09-30,209,93.2980
6648,2022-09-30,210,93.0950
10209,2022-09-30,211,92.4955
18256,2022-09-30,212,92.2505
3920,2022-09-30,213,92.1425
5534,2022-09-30,214,91.6545
14250,2022-09-30,215,91.5495
3423,2022-09-30,216,91.2865
5023,2022-09-30,217,91.2850
4531,2022-09-30,218,91.2035
4906,2022-09-30,219,91.0585
1272,2022-09-30,220,90.2635
5624,2022-09-30,221,90.0975
14420,2022-09-30,222,89.8050
5523,2022-09-30,223,89.5060
10570,2022-09-30,224,89.0835
1397,2022-09-30,225,88.8240
1781,2022-09-30,226,88.6540
9568,2022-09-30,227,88.3415
2114,2022-09-30,228,88.2220
1208,2022-09-30,229,87.8575
4110,2022-09-30,230,87.7400
3096,2022-09-30,231,87.0970
3497,2022-09-30,232,87.0155
4347,2022-09-30,233,86.6700
19121,2022-09-30,234,85.8385
4319,2022-09-30,235,85.5560
3549,2022-09-30,236,85.1605
3434,2022-09-30,237,85.1420
21439,2022-09-30,238,84.6400
21440,2022-09-30,238,84.6400
2703,2022-09-30,240,83.9630
16184,2022-09-30,241,83.7910
4751,2022-09-30,242,83.6085
2495,2022-09-30,243,83.5535
8117,2022-09-30,244,83.1460
5446,2022-09-30,245,83.0920
5822,2022-09-30,246,82.8480
12575,2022-09-30,247,81.5645
6923,2022-09-30,248,81.4965
7563,2022-09-30,249,81.4590
5386,2022-09-30,250,81.1405
17082,2022-09-30,251,81.0065
3003,2022-09-30,252,80.8130
6716,2022-09-30,253,80.6530
10721,2022-09-30,254,80.4510
18257,2022-09-30,255,79.9220
5454,2022-09-30,256,79.4185
13411,2022-09-30,257,79.1145
5732,2022-09-30,258,78.5545
1381,2022-09-30,259,78.1930
2489,2022-09-30,260,78.0540
11471,2022-09-30,261,78.0060
7710,2022-09-30,262,77.6370
7729,2022-09-30,263,77.5585
16259,2022-09-30,264,77.2190
11769,2022-09-30,265,77.0450
6542,2022-09-30,266,77.0060
3633,2022-09-30,267,76.7620
3542,2022-09-30,268,76.7575
6543,2022-09-30,269,76.2690
17030,2022-09-30,270,75.9330
2831,2022-09-30,271,75.4970
1291,2022-09-30,272,75.3865
7114,2022-09-30,273,75.0000
1705,2022-09-30,274,74.7950
6112,2022-09-30,275,74.4505
7617,2022-09-30,276,74.0925
6116,2022-09-30,277,74.0235
18378,2022-09-30,278,74.0000
13364,2022-09-30,279,73.9955
8593,2022-09-30,280,73.7215
6801,2022-09-30,281,73.6440
16317,2022-09-30,282,73.6020
2846,2022-09-30,283,73.5625
1483,2022-09-30,284,72.8625
16829,2022-09-30,285,72.6020
12129,2022-09-30,286,72.3515
10403,2022-09-30,287,72.2690
8182,2022-09-30,288,72.1215
7221,2022-09-30,289,71.8285
7815,2022-09-30,290,71.6025
9822,2022-09-30,291,71.3100
3529,2022-09-30,292,71.1845
7271,2022-09-30,293,70.6985
17299,2022-09-30,294,70.6200
6598,2022-09-30,295,70.3775
7044,2022-09-30,296,70.0690
10472,2022-09-30,297,70.0020
6137,2022-09-30,298,69.6655
7099,2022-09-30,299,69.3810
6129,2022-09-30,300,69.3595
15414,2022-09-30,301,69.3300
2157,2022-09-30,302,69.0875
5876,2022-09-30,303,68.5735
1433,2022-09-30,304,68.5390
2116,2022-09-30,305,68.3845
1152,2022-09-30,306,68.2070
7906,2022-09-30,307,68.0395
16183,2022-09-30,308,67.2925
7000,2022-09-30,309,67.0960
8434,2022-09-30,310,66.9965
9418,2022-09-30,311,66.8170
4067,2022-09-30,312,66.5660
8297,2022-09-30,313,66.1490
5069,2022-09-30,314,66.1025
11834,2022-09-30,315,65.9145
4682,2022-09-30,316,65.7245
3064,2022-09-30,317,65.3550
5880,2022-09-30,318,65.3415
5483,2022-09-30,319,65.1890
6802,2022-09-30,320,65.1405
7033,2022-09-30,321,64.6960
2683,2022-09-30,322,64.5890
17495,2022-09-30,323,64.5765
2158,2022-09-30,324,64.4990
7246,2022-09-30,325,64.2940
12272,2022-09-30,326,64.2320
7854,2022-09-30,327,63.8340
7215,2022-09-30,328,63.5365
6225,2022-09-30,329,63.4505
2468,2022-09-30,330,63.1270
1502,2022-09-30,331,61.8725
4043,2022-09-30,332,61.6965
8930,2022-09-30,333,61.6740
6765,2022-09-30,334,61.5245
4015,2022-09-30,335,61.4580
4077,2022-09-30,336,61.3400
4949,2022-09-30,337,61.1525
17935,2022-09-30,338,60.8875
2921,2022-09-30,339,60.7740
