12197,2018-03-31,1,867.9215
6658,2018-03-31,2,715.6920
4662,2018-03-31,3,700.1960
8513,2018-03-31,4,693.1510
8979,2018-03-31,5,658.9555
3844,2018-03-31,6,588.5260
8158,2018-03-31,7,483.3415
1318,2018-03-31,8,476.9245
5341,2018-03-31,9,471.9610
1115,2018-03-31,10,467.0540
1661,2018-03-31,11,445.7635
6706,2018-03-31,12,441.9360
6973,2018-03-31,13,434.7785
11319,2018-03-31,14,430.7060
2806,2018-03-31,15,401.4225
5176,2018-03-31,16,387.0490
6815,2018-03-31,17,368.6025
4740,2018-03-31,18,363.5225
6341,2018-03-31,19,361.0005
8203,2018-03-31,20,356.0525
10085,2018-03-31,21,353.0260
5056,2018-03-31,22,336.3200
14728,2018-03-31,23,336.0285
4250,2018-03-31,24,330.7335
4108,2018-03-31,25,327.5845
2121,2018-03-31,26,322.1865
5363,2018-03-31,27,316.4550
5611,2018-03-31,28,312.4575
12450,2018-03-31,29,298.4130
7291,2018-03-31,30,290.8895
4451,2018-03-31,31,288.1740
1539,2018-03-31,32,287.3030
7242,2018-03-31,33,284.7395
6540,2018-03-31,34,270.1220
4922,2018-03-31,35,258.3065
9146,2018-03-31,36,257.6120
6887,2018-03-31,37,247.2425
1347,2018-03-31,38,245.7360
7811,2018-03-31,39,245.3075
7431,2018-03-31,40,238.6285
7869,2018-03-31,41,237.3965
9138,2018-03-31,42,236.3320
6909,2018-03-31,43,235.9135
6795,2018-03-31,44,225.5660
5111,2018-03-31,45,218.8675
4842,2018-03-31,46,218.1865
15595,2018-03-31,47,218.0145
4535,2018-03-31,48,216.3860
6551,2018-03-31,49,209.3115
9550,2018-03-31,50,206.6280
5574,2018-03-31,51,206.4105
5856,2018-03-31,52,205.6260
4665,2018-03-31,53,203.4315
1726,2018-03-31,54,203.2940
7849,2018-03-31,55,199.1330
11550,2018-03-31,56,196.1975
5374,2018-03-31,57,188.6400
6554,2018-03-31,58,185.6250
10054,2018-03-31,59,181.4560
2013,2018-03-31,60,180.7455
5084,2018-03-31,61,179.7980
4163,2018-03-31,62,179.1930
13438,2018-03-31,63,179.0700
1223,2018-03-31,64,178.1665
10370,2018-03-31,65,175.1955
4588,2018-03-31,66,174.1595
1865,2018-03-31,67,173.6560
10095,2018-03-31,68,172.9005
2966,2018-03-31,69,169.8020
4022,2018-03-31,70,163.8040
4699,2018-03-31,71,163.2155
9549,2018-03-31,72,161.9450
12154,2018-03-31,73,160.8380
7809,2018-03-31,74,157.4980
3960,2018-03-31,75,157.3735
9357,2018-03-31,76,156.4855
7796,2018-03-31,77,153.4395
17134,2018-03-31,78,149.7235
1138,2018-03-31,79,149.5100
14234,2018-03-31,80,149.2430
9755,2018-03-31,81,149.0010
7603,2018-03-31,82,147.3975
2904,2018-03-31,83,144.5175
8485,2018-03-31,84,144.3565
8294,2018-03-31,85,143.8220
5624,2018-03-31,86,141.5555
8769,2018-03-31,87,141.2205
7725,2018-03-31,88,140.8340
1502,2018-03-31,89,140.6010
2666,2018-03-31,90,138.5325
5670,2018-03-31,91,137.3395
6873,2018-03-31,92,136.1610
8195,2018-03-31,93,135.3250
7341,2018-03-31,94,134.1535
5718,2018-03-31,95,134.0725
4762,2018-03-31,96,133.5595
14885,2018-03-31,97,133.4645
8117,2018-03-31,98,133.0555
2934,2018-03-31,99,130.8415
8549,2018-03-31,100,130.8320
15922,2018-03-31,101,130.5205
8312,2018-03-31,102,130.4820
5520,2018-03-31,103,128.4080
14619,2018-03-31,104,127.9235
4735,2018-03-31,105,125.6700
4531,2018-03-31,106,124.1275
1206,2018-03-31,107,123.9975
7827,2018-03-31,108,121.3150
4527,2018-03-31,109,120.8875
4198,2018-03-31,110,118.8425
5701,2018-03-31,111,118.3830
5282,2018-03-31,112,117.4880
5069,2018-03-31,113,117.0075
6751,2018-03-31,114,116.1160
3345,2018-03-31,115,114.3720
5310,2018-03-31,116,114.1140
7544,2018-03-31,117,112.5960
6954,2018-03-31,118,112.0925
13709,2018-03-31,119,110.7425
12123,2018-03-31,120,110.1250
6845,2018-03-31,121,110.0100
2673,2018-03-31,122,109.8360
6526,2018-03-31,123,109.6905
2827,2018-03-31,124,109.3990
5059,2018-03-31,125,109.0615
3497,2018-03-31,126,108.4670
6648,2018-03-31,127,108.3740
11903,2018-03-31,128,108.1485
5534,2018-03-31,129,107.8190
6346,2018-03-31,130,107.0080
1054,2018-03-31,131,106.7275
12999,2018-03-31,132,106.3695
5423,2018-03-31,133,106.2065
10117,2018-03-31,134,106.1485
15621,2018-03-31,135,106.0345
7818,2018-03-31,136,105.8890
2501,2018-03-31,137,105.6285
6620,2018-03-31,138,104.9450
12362,2018-03-31,139,104.6025
9643,2018-03-31,140,104.0895
5708,2018-03-31,141,103.9250
7025,2018-03-31,142,103.8915
4802,2018-03-31,143,103.6705
4212,2018-03-31,144,102.8675
10793,2018-03-31,145,102.4625
3266,2018-03-31,146,101.9810
19120,2018-03-31,147,99.4400
8950,2018-03-31,148,99.1605
7782,2018-03-31,149,99.0165
4109,2018-03-31,150,98.6420
5732,2018-03-31,151,98.5590
11600,2018-03-31,152,98.1040
3978,2018-03-31,153,97.7930
6994,2018-03-31,154,97.4485
6543,2018-03-31,155,97.4040
9822,2018-03-31,156,97.2465
6621,2018-03-31,157,96.8900
2933,2018-03-31,158,96.4325
6542,2018-03-31,159,95.3955
3633,2018-03-31,160,95.3705
1128,2018-03-31,161,95.1900
12899,2018-03-31,162,94.8395
11471,2018-03-31,163,94.6125
8434,2018-03-31,164,92.3625
5400,2018-03-31,165,92.1315
2727,2018-03-31,166,92.0395
7860,2018-03-31,167,91.6315
4242,2018-03-31,168,91.6015
13140,2018-03-31,169,91.3535
6131,2018-03-31,170,90.9955
8308,2018-03-31,171,90.7815
2831,2018-03-31,172,90.5085
5739,2018-03-31,173,90.4040
5989,2018-03-31,174,89.5230
7044,2018-03-31,175,89.2465
17167,2018-03-31,176,89.2300
11769,2018-03-31,177,89.1450
18197,2018-03-31,178,88.8925
3787,2018-03-31,179,88.7220
5446,2018-03-31,180,87.2395
10533,2018-03-31,181,86.7850
8978,2018-03-31,182,86.5520
16645,2018-03-31,183,86.0135
5691,2018-03-31,184,85.8580
4731,2018-03-31,185,85.5330
6923,2018-03-31,186,85.4340
2460,2018-03-31,187,85.1035
6629,2018-03-31,188,85.0575
6800,2018-03-31,189,84.4605
5378,2018-03-31,190,84.2030
3523,2018-03-31,191,83.6850
5505,2018-03-31,192,83.3230
2671,2018-03-31,193,83.1575
3644,2018-03-31,194,82.6625
5386,2018-03-31,195,82.3040
2977,2018-03-31,196,81.8430
10450,2018-03-31,197,81.7705
5464,2018-03-31,198,81.6295
1617,2018-03-31,199,80.6455
11104,2018-03-31,200,80.6445
